id,Personality,loan_status
18895,Extrovert,Extrovert
18896,Extrovert,Extrovert
18897,Extrovert,Extrovert
18898,Extrovert,Extrovert
18899,Extrovert,Extrovert
18900,Extrovert,Extrovert
18901,Extrovert,Extrovert
18902,Extrovert,Introvert
18903,Extrovert,Extrovert
18904,Extrovert,Introvert
18905,Extrovert,Extrovert
18906,Extrovert,Introvert
18907,Extrovert,Extrovert
18908,Extrovert,Introvert
18909,Extrovert,Introvert
18910,Extrovert,Extrovert
18911,Extrovert,Introvert
18912,Extrovert,Extrovert
18913,Extrovert,Extrovert
18914,Extrovert,Extrovert
18915,Extrovert,Extrovert
18916,Extrovert,Extrovert
18917,Extrovert,Extrovert
18918,Extrovert,Extrovert
18919,Extrovert,Introvert
18920,Extrovert,Extrovert
18921,Extrovert,Introvert
18922,Extrovert,Extrovert
18923,Extrovert,Introvert
18924,Extrovert,Extrovert
18925,Extrovert,Introvert
18926,Extrovert,Introvert
18927,Extrovert,Introvert
18928,Extrovert,Introvert
18929,Extrovert,Extrovert
18930,Extrovert,Extrovert
18931,Extrovert,Extrovert
18932,Extrovert,Introvert
18933,Extrovert,Introvert
18934,Extrovert,Extrovert
18935,Extrovert,Extrovert
18936,Extrovert,Extrovert
18937,Extrovert,Extrovert
18938,Extrovert,Extrovert
18939,Extrovert,Introvert
18940,Extrovert,Extrovert
18941,Extrovert,Introvert
18942,Extrovert,Extrovert
18943,Extrovert,Introvert
18944,Extrovert,Introvert
18945,Extrovert,Extrovert
18946,Extrovert,Extrovert
18947,Extrovert,Introvert
18948,Extrovert,Extrovert
18949,Extrovert,Introvert
18950,Extrovert,Extrovert
18951,Extrovert,Extrovert
18952,Extrovert,Introvert
18953,Extrovert,Introvert
18954,Extrovert,Extrovert
18955,Extrovert,Extrovert
18956,Extrovert,Introvert
18957,Extrovert,Introvert
18958,Extrovert,Extrovert
18959,Extrovert,Extrovert
18960,Extrovert,Extrovert
18961,Extrovert,Extrovert
18962,Extrovert,Extrovert
18963,Extrovert,Introvert
18964,Extrovert,Extrovert
18965,Extrovert,Extrovert
18966,Extrovert,Introvert
18967,Extrovert,Extrovert
18968,Extrovert,Extrovert
18969,Extrovert,Extrovert
18970,Extrovert,Extrovert
18971,Extrovert,Introvert
18972,Extrovert,Introvert
18973,Extrovert,Introvert
18974,Extrovert,Extrovert
18975,Extrovert,Extrovert
18976,Extrovert,Extrovert
18977,Extrovert,Extrovert
18978,Extrovert,Extrovert
18979,Extrovert,Extrovert
18980,Extrovert,Extrovert
18981,Extrovert,Introvert
18982,Extrovert,Introvert
18983,Extrovert,Introvert
18984,Extrovert,Introvert
18985,Extrovert,Extrovert
18986,Extrovert,Extrovert
18987,Extrovert,Extrovert
18988,Extrovert,Extrovert
18989,Extrovert,Extrovert
18990,Extrovert,Extrovert
18991,Extrovert,Extrovert
18992,Extrovert,Extrovert
18993,Extrovert,Introvert
18994,Extrovert,Extrovert
18995,Extrovert,Extrovert
18996,Extrovert,Extrovert
18997,Extrovert,Extrovert
18998,Extrovert,Introvert
18999,Extrovert,Introvert
19000,Extrovert,Extrovert
19001,Extrovert,Extrovert
19002,Extrovert,Extrovert
19003,Extrovert,Introvert
19004,Extrovert,Extrovert
19005,Extrovert,Extrovert
19006,Extrovert,Extrovert
19007,Extrovert,Introvert
19008,Extrovert,Extrovert
19009,Extrovert,Extrovert
19010,Extrovert,Extrovert
19011,Extrovert,Introvert
19012,Extrovert,Extrovert
19013,Extrovert,Extrovert
19014,Extrovert,Extrovert
19015,Extrovert,Extrovert
19016,Extrovert,Extrovert
19017,Extrovert,Introvert
19018,Extrovert,Extrovert
19019,Extrovert,Introvert
19020,Extrovert,Extrovert
19021,Extrovert,Extrovert
19022,Extrovert,Extrovert
19023,Extrovert,Extrovert
19024,Extrovert,Extrovert
19025,Extrovert,Extrovert
19026,Extrovert,Extrovert
19027,Extrovert,Extrovert
19028,Extrovert,Extrovert
19029,Extrovert,Extrovert
19030,Extrovert,Introvert
19031,Extrovert,Extrovert
19032,Extrovert,Introvert
19033,Extrovert,Extrovert
19034,Extrovert,Extrovert
19035,Extrovert,Extrovert
19036,Extrovert,Extrovert
19037,Extrovert,Introvert
19038,Extrovert,Introvert
19039,Extrovert,Extrovert
19040,Extrovert,Extrovert
19041,Extrovert,Extrovert
19042,Extrovert,Introvert
19043,Extrovert,Introvert
19044,Extrovert,Extrovert
19045,Extrovert,Extrovert
19046,Extrovert,Extrovert
19047,Extrovert,Extrovert
19048,Extrovert,Extrovert
19049,Extrovert,Introvert
19050,Extrovert,Extrovert
19051,Extrovert,Introvert
19052,Extrovert,Extrovert
19053,Extrovert,Extrovert
19054,Extrovert,Introvert
19055,Extrovert,Introvert
19056,Extrovert,Extrovert
19057,Extrovert,Extrovert
19058,Extrovert,Extrovert
19059,Extrovert,Extrovert
19060,Extrovert,Extrovert
19061,Extrovert,Extrovert
19062,Extrovert,Extrovert
19063,Extrovert,Extrovert
19064,Extrovert,Extrovert
19065,Extrovert,Extrovert
19066,Extrovert,Introvert
19067,Extrovert,Extrovert
19068,Extrovert,Extrovert
19069,Extrovert,Extrovert
19070,Extrovert,Extrovert
19071,Extrovert,Extrovert
19072,Extrovert,Introvert
19073,Extrovert,Extrovert
19074,Extrovert,Extrovert
19075,Extrovert,Extrovert
19076,Extrovert,Extrovert
19077,Extrovert,Extrovert
19078,Extrovert,Extrovert
19079,Extrovert,Extrovert
19080,Extrovert,Extrovert
19081,Extrovert,Extrovert
19082,Extrovert,Extrovert
19083,Extrovert,Extrovert
19084,Extrovert,Extrovert
19085,Extrovert,Extrovert
19086,Extrovert,Extrovert
19087,Extrovert,Introvert
19088,Extrovert,Extrovert
19089,Extrovert,Introvert
19090,Extrovert,Extrovert
19091,Extrovert,Extrovert
19092,Extrovert,Introvert
19093,Extrovert,Extrovert
19094,Extrovert,Extrovert
19095,Extrovert,Extrovert
19096,Extrovert,Introvert
19097,Extrovert,Introvert
19098,Extrovert,Introvert
19099,Extrovert,Extrovert
19100,Extrovert,Extrovert
19101,Extrovert,Extrovert
19102,Extrovert,Extrovert
19103,Extrovert,Extrovert
19104,Extrovert,Extrovert
19105,Extrovert,Introvert
19106,Extrovert,Introvert
19107,Extrovert,Extrovert
19108,Extrovert,Extrovert
19109,Extrovert,Extrovert
19110,Extrovert,Extrovert
19111,Extrovert,Extrovert
19112,Extrovert,Introvert
19113,Extrovert,Extrovert
19114,Extrovert,Extrovert
19115,Extrovert,Extrovert
19116,Extrovert,Extrovert
19117,Extrovert,Extrovert
19118,Extrovert,Extrovert
19119,Extrovert,Introvert
19120,Extrovert,Introvert
19121,Extrovert,Extrovert
19122,Extrovert,Introvert
19123,Extrovert,Extrovert
19124,Extrovert,Extrovert
19125,Extrovert,Extrovert
19126,Extrovert,Extrovert
19127,Extrovert,Extrovert
19128,Extrovert,Extrovert
19129,Extrovert,Extrovert
19130,Extrovert,Extrovert
19131,Extrovert,Extrovert
19132,Extrovert,Extrovert
19133,Extrovert,Introvert
19134,Extrovert,Extrovert
19135,Extrovert,Introvert
19136,Extrovert,Extrovert
19137,Extrovert,Extrovert
19138,Extrovert,Extrovert
19139,Extrovert,Extrovert
19140,Extrovert,Extrovert
19141,Extrovert,Extrovert
19142,Extrovert,Introvert
19143,Extrovert,Introvert
19144,Extrovert,Extrovert
19145,Extrovert,Extrovert
19146,Extrovert,Extrovert
19147,Extrovert,Extrovert
19148,Extrovert,Extrovert
19149,Extrovert,Extrovert
19150,Extrovert,Extrovert
19151,Extrovert,Extrovert
19152,Extrovert,Extrovert
19153,Extrovert,Extrovert
19154,Extrovert,Extrovert
19155,Extrovert,Introvert
19156,Extrovert,Extrovert
19157,Extrovert,Extrovert
19158,Extrovert,Introvert
19159,Extrovert,Extrovert
19160,Extrovert,Extrovert
19161,Extrovert,Extrovert
19162,Extrovert,Extrovert
19163,Extrovert,Extrovert
19164,Extrovert,Extrovert
19165,Extrovert,Extrovert
19166,Extrovert,Extrovert
19167,Extrovert,Extrovert
19168,Extrovert,Extrovert
19169,Extrovert,Extrovert
19170,Extrovert,Introvert
19171,Extrovert,Extrovert
19172,Extrovert,Extrovert
19173,Extrovert,Introvert
19174,Extrovert,Extrovert
19175,Extrovert,Extrovert
19176,Extrovert,Introvert
19177,Extrovert,Introvert
19178,Extrovert,Extrovert
19179,Extrovert,Introvert
19180,Extrovert,Introvert
19181,Extrovert,Introvert
19182,Extrovert,Extrovert
19183,Extrovert,Extrovert
19184,Extrovert,Introvert
19185,Extrovert,Introvert
19186,Extrovert,Extrovert
19187,Extrovert,Extrovert
19188,Extrovert,Extrovert
19189,Extrovert,Extrovert
19190,Extrovert,Introvert
19191,Extrovert,Extrovert
19192,Extrovert,Extrovert
19193,Extrovert,Introvert
19194,Extrovert,Extrovert
19195,Extrovert,Extrovert
19196,Extrovert,Extrovert
19197,Extrovert,Extrovert
19198,Extrovert,Extrovert
19199,Extrovert,Introvert
19200,Extrovert,Extrovert
19201,Extrovert,Extrovert
19202,Extrovert,Extrovert
19203,Extrovert,Extrovert
19204,Extrovert,Extrovert
19205,Extrovert,Extrovert
19206,Extrovert,Introvert
19207,Extrovert,Introvert
19208,Extrovert,Extrovert
19209,Extrovert,Extrovert
19210,Extrovert,Introvert
19211,Extrovert,Extrovert
19212,Extrovert,Extrovert
19213,Extrovert,Extrovert
19214,Extrovert,Extrovert
19215,Extrovert,Extrovert
19216,Extrovert,Extrovert
19217,Extrovert,Extrovert
19218,Extrovert,Introvert
19219,Extrovert,Extrovert
19220,Extrovert,Extrovert
19221,Extrovert,Extrovert
19222,Extrovert,Extrovert
19223,Extrovert,Extrovert
19224,Extrovert,Extrovert
19225,Extrovert,Introvert
19226,Extrovert,Extrovert
19227,Extrovert,Extrovert
19228,Extrovert,Introvert
19229,Extrovert,Extrovert
19230,Extrovert,Extrovert
19231,Extrovert,Extrovert
19232,Extrovert,Extrovert
19233,Extrovert,Extrovert
19234,Extrovert,Extrovert
19235,Extrovert,Extrovert
19236,Extrovert,Extrovert
19237,Extrovert,Extrovert
19238,Extrovert,Extrovert
19239,Extrovert,Extrovert
19240,Extrovert,Introvert
19241,Extrovert,Extrovert
19242,Extrovert,Extrovert
19243,Extrovert,Extrovert
19244,Extrovert,Introvert
19245,Extrovert,Extrovert
19246,Extrovert,Introvert
19247,Extrovert,Extrovert
19248,Extrovert,Extrovert
19249,Extrovert,Extrovert
19250,Extrovert,Extrovert
19251,Extrovert,Introvert
19252,Extrovert,Extrovert
19253,Extrovert,Extrovert
19254,Extrovert,Extrovert
19255,Extrovert,Extrovert
19256,Extrovert,Extrovert
19257,Extrovert,Introvert
19258,Extrovert,Extrovert
19259,Extrovert,Extrovert
19260,Extrovert,Extrovert
19261,Extrovert,Extrovert
19262,Extrovert,Extrovert
19263,Extrovert,Extrovert
19264,Extrovert,Extrovert
19265,Extrovert,Extrovert
19266,Extrovert,Introvert
19267,Extrovert,Extrovert
19268,Extrovert,Extrovert
19269,Extrovert,Extrovert
19270,Extrovert,Extrovert
19271,Extrovert,Introvert
19272,Extrovert,Introvert
19273,Extrovert,Introvert
19274,Extrovert,Introvert
19275,Extrovert,Introvert
19276,Extrovert,Extrovert
19277,Extrovert,Extrovert
19278,Extrovert,Extrovert
19279,Extrovert,Extrovert
19280,Extrovert,Extrovert
19281,Extrovert,Introvert
19282,Extrovert,Extrovert
19283,Extrovert,Extrovert
19284,Extrovert,Extrovert
19285,Extrovert,Extrovert
19286,Extrovert,Extrovert
19287,Extrovert,Introvert
19288,Extrovert,Extrovert
19289,Extrovert,Introvert
19290,Extrovert,Extrovert
19291,Extrovert,Introvert
19292,Extrovert,Extrovert
19293,Extrovert,Extrovert
19294,Extrovert,Extrovert
19295,Extrovert,Extrovert
19296,Extrovert,Extrovert
19297,Extrovert,Extrovert
19298,Extrovert,Introvert
19299,Extrovert,Introvert
19300,Extrovert,Extrovert
19301,Extrovert,Extrovert
19302,Extrovert,Extrovert
19303,Extrovert,Introvert
19304,Extrovert,Extrovert
19305,Extrovert,Extrovert
19306,Extrovert,Extrovert
19307,Extrovert,Introvert
19308,Extrovert,Extrovert
19309,Extrovert,Introvert
19310,Extrovert,Extrovert
19311,Extrovert,Introvert
19312,Extrovert,Extrovert
19313,Extrovert,Extrovert
19314,Extrovert,Extrovert
19315,Extrovert,Introvert
19316,Extrovert,Extrovert
19317,Extrovert,Extrovert
19318,Extrovert,Extrovert
19319,Extrovert,Extrovert
19320,Extrovert,Extrovert
19321,Extrovert,Extrovert
19322,Extrovert,Extrovert
19323,Extrovert,Extrovert
19324,Extrovert,Extrovert
19325,Extrovert,Extrovert
19326,Extrovert,Extrovert
19327,Extrovert,Extrovert
19328,Extrovert,Extrovert
19329,Extrovert,Introvert
19330,Extrovert,Extrovert
19331,Extrovert,Extrovert
19332,Extrovert,Extrovert
19333,Extrovert,Extrovert
19334,Extrovert,Extrovert
19335,Extrovert,Extrovert
19336,Extrovert,Extrovert
19337,Extrovert,Extrovert
19338,Extrovert,Extrovert
19339,Extrovert,Introvert
19340,Extrovert,Extrovert
19341,Extrovert,Extrovert
19342,Extrovert,Introvert
19343,Extrovert,Extrovert
19344,Extrovert,Extrovert
19345,Extrovert,Extrovert
19346,Extrovert,Extrovert
19347,Extrovert,Extrovert
19348,Extrovert,Extrovert
19349,Extrovert,Extrovert
19350,Extrovert,Extrovert
19351,Extrovert,Extrovert
19352,Extrovert,Extrovert
19353,Extrovert,Extrovert
19354,Extrovert,Extrovert
19355,Extrovert,Introvert
19356,Extrovert,Extrovert
19357,Extrovert,Introvert
19358,Extrovert,Introvert
19359,Extrovert,Extrovert
19360,Extrovert,Introvert
19361,Extrovert,Extrovert
19362,Extrovert,Extrovert
19363,Extrovert,Extrovert
19364,Extrovert,Extrovert
19365,Extrovert,Introvert
19366,Extrovert,Extrovert
19367,Extrovert,Extrovert
19368,Extrovert,Introvert
19369,Extrovert,Extrovert
19370,Extrovert,Extrovert
19371,Extrovert,Introvert
19372,Extrovert,Introvert
19373,Extrovert,Extrovert
19374,Extrovert,Extrovert
19375,Extrovert,Extrovert
19376,Extrovert,Introvert
19377,Extrovert,Extrovert
19378,Extrovert,Introvert
19379,Extrovert,Extrovert
19380,Extrovert,Introvert
19381,Extrovert,Extrovert
19382,Extrovert,Extrovert
19383,Extrovert,Introvert
19384,Extrovert,Extrovert
19385,Extrovert,Introvert
19386,Extrovert,Introvert
19387,Extrovert,Introvert
19388,Extrovert,Extrovert
19389,Extrovert,Introvert
19390,Extrovert,Introvert
19391,Extrovert,Extrovert
19392,Extrovert,Extrovert
19393,Extrovert,Introvert
19394,Extrovert,Extrovert
19395,Extrovert,Extrovert
19396,Extrovert,Introvert
19397,Extrovert,Extrovert
19398,Extrovert,Introvert
19399,Extrovert,Extrovert
19400,Extrovert,Extrovert
19401,Extrovert,Extrovert
19402,Extrovert,Extrovert
19403,Extrovert,Extrovert
19404,Extrovert,Extrovert
19405,Extrovert,Introvert
19406,Extrovert,Extrovert
19407,Extrovert,Extrovert
19408,Extrovert,Extrovert
19409,Extrovert,Extrovert
19410,Extrovert,Extrovert
19411,Extrovert,Introvert
19412,Extrovert,Introvert
19413,Extrovert,Introvert
19414,Extrovert,Extrovert
19415,Extrovert,Extrovert
19416,Extrovert,Extrovert
19417,Extrovert,Introvert
19418,Extrovert,Extrovert
19419,Extrovert,Introvert
19420,Extrovert,Introvert
19421,Extrovert,Extrovert
19422,Extrovert,Introvert
19423,Extrovert,Extrovert
19424,Extrovert,Extrovert
19425,Extrovert,Extrovert
19426,Extrovert,Extrovert
19427,Extrovert,Extrovert
19428,Extrovert,Introvert
19429,Extrovert,Introvert
19430,Extrovert,Extrovert
19431,Extrovert,Extrovert
19432,Extrovert,Extrovert
19433,Extrovert,Extrovert
19434,Extrovert,Introvert
19435,Extrovert,Extrovert
19436,Extrovert,Extrovert
19437,Extrovert,Extrovert
19438,Extrovert,Introvert
19439,Extrovert,Introvert
19440,Extrovert,Extrovert
19441,Extrovert,Extrovert
19442,Extrovert,Extrovert
19443,Extrovert,Extrovert
19444,Extrovert,Introvert
19445,Extrovert,Extrovert
19446,Extrovert,Extrovert
19447,Extrovert,Extrovert
19448,Extrovert,Extrovert
19449,Extrovert,Extrovert
19450,Extrovert,Introvert
19451,Extrovert,Extrovert
19452,Extrovert,Extrovert
19453,Extrovert,Extrovert
19454,Extrovert,Extrovert
19455,Extrovert,Extrovert
19456,Extrovert,Introvert
19457,Extrovert,Extrovert
19458,Extrovert,Extrovert
19459,Extrovert,Extrovert
19460,Extrovert,Extrovert
19461,Extrovert,Extrovert
19462,Extrovert,Introvert
19463,Extrovert,Extrovert
19464,Extrovert,Extrovert
19465,Extrovert,Extrovert
19466,Extrovert,Extrovert
19467,Extrovert,Introvert
19468,Extrovert,Extrovert
19469,Extrovert,Introvert
19470,Extrovert,Extrovert
19471,Extrovert,Introvert
